case_id,route,failure_mode,outcome,total_cost_cents,attempts,sellable,repeat_repair,scrapped_cost_cents
SIM-000993,standard,housing,sellable,2759,1,True,False,0
SIM-000994,pilot,power,sellable,4079,2,True,True,0
SIM-000995,pilot,power,sellable,1661,1,True,False,0
SIM-000996,pilot,housing,scrapped,2480,1,False,False,2480
SIM-000997,pilot,power,sellable,2138,1,True,False,0
SIM-000998,pilot,display,sellable,2026,1,True,False,0
SIM-000999,pilot,housing,sellable,2390,1,True,False,0
SIM-001000,pilot,display,sellable,2056,1,True,False,0
SIM-001001,pilot,display,sellable,4198,2,True,True,0
SIM-001002,pilot,power,sellable,1558,1,True,False,0
SIM-001003,standard,display,sellable,2020,1,True,False,0
SIM-001004,pilot,display,sellable,3887,2,True,True,0
SIM-001005,pilot,power,sellable,4253,2,True,True,0
SIM-001006,pilot,housing,sellable,2249,1,True,False,0
SIM-001007,pilot,power,scrapped,2180,1,False,False,2180
SIM-001008,pilot,power,sellable,2287,1,True,False,0
SIM-001009,pilot,display,sellable,2433,1,True,False,0
SIM-001010,standard,housing,sellable,2551,1,True,False,0
SIM-001011,pilot,housing,scrapped,3761,2,False,True,3761
SIM-001012,pilot,housing,sellable,1630,1,True,False,0
SIM-001013,standard,display,sellable,2803,1,True,False,0
SIM-001014,pilot,housing,sellable,2559,1,True,False,0
SIM-001015,standard,display,sellable,2083,1,True,False,0
SIM-001016,pilot,display,sellable,1854,1,True,False,0
SIM-001017,standard,power,sellable,2168,1,True,False,0
SIM-001018,pilot,housing,sellable,2254,1,True,False,0
SIM-001019,pilot,housing,sellable,3091,2,True,True,0
SIM-001020,pilot,display,sellable,3610,2,True,True,0
SIM-001021,pilot,display,sellable,1941,1,True,False,0
SIM-001022,pilot,power,sellable,2344,1,True,False,0
SIM-001023,standard,power,sellable,2838,1,True,False,0
SIM-001024,pilot,power,scrapped,2260,1,False,False,2260
SIM-001025,standard,housing,sellable,2215,1,True,False,0
SIM-001026,pilot,power,sellable,4398,2,True,True,0
SIM-001027,standard,housing,sellable,2570,1,True,False,0
SIM-001028,standard,housing,sellable,2367,1,True,False,0
SIM-001029,standard,power,sellable,3097,1,True,False,0
SIM-001030,standard,display,sellable,2823,1,True,False,0
SIM-001031,pilot,power,sellable,3954,2,True,True,0
SIM-001032,standard,power,sellable,4847,2,True,True,0
SIM-001033,standard,housing,sellable,3110,1,True,False,0
SIM-001034,standard,housing,sellable,3065,1,True,False,0
SIM-001035,pilot,display,sellable,2192,1,True,False,0
SIM-001036,pilot,power,sellable,1775,1,True,False,0
SIM-001037,pilot,display,sellable,2030,1,True,False,0
SIM-001038,pilot,housing,sellable,1955,1,True,False,0
SIM-001039,pilot,display,sellable,1732,1,True,False,0
SIM-001040,standard,display,sellable,2672,1,True,False,0
SIM-001041,standard,housing,sellable,2363,1,True,False,0
SIM-001042,standard,housing,sellable,2557,1,True,False,0
SIM-001043,standard,housing,sellable,2364,1,True,False,0
SIM-001044,pilot,housing,sellable,1981,1,True,False,0
SIM-001045,standard,power,sellable,2482,1,True,False,0
SIM-001046,standard,housing,sellable,2055,1,True,False,0
SIM-001047,pilot,display,sellable,2339,1,True,False,0
SIM-001048,standard,display,sellable,2480,1,True,False,0
SIM-001049,pilot,power,sellable,1457,1,True,False,0
SIM-001050,pilot,housing,sellable,4035,2,True,True,0
SIM-001051,pilot,display,sellable,1895,1,True,False,0
SIM-001052,standard,display,sellable,2230,1,True,False,0
SIM-001053,pilot,display,sellable,2226,1,True,False,0
SIM-001054,pilot,power,sellable,1533,1,True,False,0
SIM-001055,standard,housing,sellable,2335,1,True,False,0
SIM-001056,pilot,display,sellable,4147,2,True,True,0
SIM-001057,pilot,power,sellable,1395,1,True,False,0
SIM-001058,standard,display,sellable,2063,1,True,False,0
SIM-001059,standard,housing,sellable,2560,1,True,False,0
SIM-001060,pilot,display,sellable,2053,1,True,False,0
SIM-001061,standard,power,sellable,3099,1,True,False,0
SIM-001062,pilot,housing,scrapped,1599,1,False,False,1599
SIM-001063,pilot,housing,sellable,2201,1,True,False,0
SIM-001064,standard,housing,sellable,2113,1,True,False,0
SIM-001065,standard,power,sellable,2687,1,True,False,0
SIM-001066,standard,housing,sellable,2867,1,True,False,0
SIM-001067,standard,display,scrapped,2486,1,False,False,2486
SIM-001068,pilot,display,sellable,1744,1,True,False,0
SIM-001069,standard,display,scrapped,4548,2,False,True,4548
SIM-001070,pilot,power,sellable,3630,2,True,True,0
SIM-001071,standard,display,sellable,2556,1,True,False,0
SIM-001072,standard,power,scrapped,2490,1,False,False,2490
SIM-001073,standard,display,sellable,2034,1,True,False,0
SIM-001074,pilot,power,sellable,2094,1,True,False,0
SIM-001075,standard,display,sellable,2431,1,True,False,0
SIM-001076,standard,power,sellable,5336,2,True,True,0
SIM-001077,pilot,display,sellable,2213,1,True,False,0
SIM-001078,standard,housing,sellable,2428,1,True,False,0
SIM-001079,pilot,housing,sellable,1712,1,True,False,0
SIM-001080,pilot,power,sellable,1376,1,True,False,0
SIM-001081,standard,power,scrapped,5130,2,False,True,5130
SIM-001082,standard,power,sellable,2903,1,True,False,0
SIM-001083,pilot,display,sellable,1662,1,True,False,0
SIM-001084,pilot,power,sellable,4483,2,True,True,0
SIM-001085,standard,power,sellable,2567,1,True,False,0
SIM-001086,standard,display,sellable,2349,1,True,False,0
SIM-001087,standard,housing,sellable,2661,1,True,False,0
SIM-001088,standard,housing,sellable,1910,1,True,False,0
SIM-001089,pilot,housing,scrapped,2157,1,False,False,2157
SIM-001090,standard,housing,sellable,2556,1,True,False,0
SIM-001091,pilot,housing,scrapped,3051,2,False,True,3051
SIM-001092,pilot,housing,scrapped,2181,1,False,False,2181
SIM-001093,standard,power,sellable,5440,2,True,True,0
SIM-001094,pilot,power,sellable,4314,2,True,True,0
SIM-001095,standard,display,sellable,2517,1,True,False,0
SIM-001096,pilot,display,sellable,3328,2,True,True,0
SIM-001097,standard,housing,sellable,2283,1,True,False,0
SIM-001098,pilot,power,sellable,4682,2,True,True,0
SIM-001099,pilot,power,sellable,1369,1,True,False,0
SIM-001100,pilot,display,sellable,1711,1,True,False,0
SIM-001101,pilot,display,sellable,1473,1,True,False,0
SIM-001102,standard,display,sellable,5200,2,True,True,0
SIM-001103,pilot,housing,sellable,3690,2,True,True,0
SIM-001104,standard,power,sellable,2234,1,True,False,0
SIM-001105,standard,housing,sellable,2308,1,True,False,0
SIM-001106,standard,housing,scrapped,4819,2,False,True,4819
SIM-001107,standard,power,sellable,5040,2,True,True,0
SIM-001108,pilot,power,sellable,1869,1,True,False,0
SIM-001109,pilot,power,sellable,1730,1,True,False,0
SIM-001110,standard,display,sellable,2247,1,True,False,0
SIM-001111,standard,power,sellable,2327,1,True,False,0
SIM-001112,standard,housing,sellable,2630,1,True,False,0
SIM-001113,pilot,display,sellable,1896,1,True,False,0
SIM-001114,pilot,display,sellable,4095,2,True,True,0
SIM-001115,pilot,power,sellable,3261,2,True,True,0
SIM-001116,pilot,display,sellable,3743,2,True,True,0
SIM-001117,standard,housing,sellable,2601,1,True,False,0
SIM-001118,standard,display,sellable,4436,2,True,True,0
SIM-001119,standard,display,scrapped,2573,1,False,False,2573
SIM-001120,pilot,display,sellable,2077,1,True,False,0
SIM-001121,standard,display,scrapped,2247,1,False,False,2247
SIM-001122,standard,power,sellable,2110,1,True,False,0
SIM-001123,standard,display,sellable,1749,1,True,False,0
SIM-001124,pilot,housing,scrapped,2018,1,False,False,2018
SIM-001125,pilot,housing,scrapped,1686,1,False,False,1686
SIM-001126,standard,housing,sellable,2750,1,True,False,0
SIM-001127,pilot,housing,scrapped,2868,2,False,True,2868
SIM-001128,standard,power,sellable,2416,1,True,False,0
SIM-001129,pilot,display,sellable,2307,1,True,False,0
SIM-001130,pilot,housing,sellable,4484,2,True,True,0
SIM-001131,pilot,power,sellable,1789,1,True,False,0
SIM-001132,standard,power,sellable,2741,1,True,False,0
SIM-001133,standard,display,sellable,2749,1,True,False,0
SIM-001134,pilot,display,sellable,1451,1,True,False,0
SIM-001135,pilot,housing,scrapped,3843,2,False,True,3843
SIM-001136,standard,housing,sellable,2555,1,True,False,0
SIM-001137,standard,display,sellable,1976,1,True,False,0
SIM-001138,standard,power,sellable,3081,1,True,False,0
SIM-001139,standard,housing,sellable,1853,1,True,False,0
SIM-001140,standard,power,sellable,2503,1,True,False,0
SIM-001141,pilot,power,sellable,3100,2,True,True,0
SIM-001142,standard,housing,sellable,2353,1,True,False,0
SIM-001143,pilot,housing,scrapped,2160,1,False,False,2160
SIM-001144,standard,power,sellable,3162,1,True,False,0
SIM-001145,pilot,display,sellable,2235,1,True,False,0
SIM-001146,standard,power,sellable,4295,2,True,True,0
SIM-001147,standard,power,sellable,2223,1,True,False,0
SIM-001148,standard,housing,scrapped,2156,1,False,False,2156
SIM-001149,standard,housing,sellable,2380,1,True,False,0
SIM-001150,standard,power,sellable,2302,1,True,False,0
SIM-001151,standard,power,sellable,2083,1,True,False,0
SIM-001152,standard,display,sellable,2396,1,True,False,0
SIM-001153,standard,housing,sellable,2109,1,True,False,0
SIM-001154,pilot,power,sellable,2381,1,True,False,0
SIM-001155,standard,display,sellable,4712,2,True,True,0
SIM-001156,pilot,housing,scrapped,1694,1,False,False,1694
SIM-001157,pilot,power,sellable,1967,1,True,False,0
SIM-001158,pilot,housing,scrapped,2161,1,False,False,2161
SIM-001159,pilot,power,sellable,2273,1,True,False,0
SIM-001160,standard,display,sellable,2187,1,True,False,0
SIM-001161,standard,power,sellable,1821,1,True,False,0
SIM-001162,standard,display,sellable,1998,1,True,False,0
SIM-001163,standard,power,sellable,2418,1,True,False,0
SIM-001164,standard,housing,sellable,2380,1,True,False,0
SIM-001165,standard,display,sellable,2578,1,True,False,0
SIM-001166,standard,power,sellable,2364,1,True,False,0
SIM-001167,pilot,power,sellable,3798,2,True,True,0
SIM-001168,pilot,power,sellable,2017,1,True,False,0
SIM-001169,standard,power,sellable,2410,1,True,False,0
SIM-001170,standard,power,sellable,1832,1,True,False,0
SIM-001171,standard,display,sellable,2423,1,True,False,0
SIM-001172,standard,power,sellable,2814,1,True,False,0
SIM-001173,pilot,power,sellable,1473,1,True,False,0
SIM-001174,pilot,display,sellable,2290,1,True,False,0
SIM-001175,standard,power,sellable,4885,2,True,True,0
SIM-001176,pilot,power,sellable,1587,1,True,False,0
SIM-001177,standard,power,sellable,5366,2,True,True,0
SIM-001178,standard,display,sellable,2271,1,True,False,0
SIM-001179,pilot,display,sellable,1596,1,True,False,0
SIM-001180,pilot,power,sellable,3485,2,True,True,0
SIM-001181,pilot,display,sellable,1495,1,True,False,0
SIM-001182,standard,display,sellable,2270,1,True,False,0
SIM-001183,standard,display,sellable,2449,1,True,False,0
SIM-001184,pilot,power,sellable,2272,1,True,False,0
SIM-001185,pilot,display,sellable,1921,1,True,False,0
SIM-001186,standard,display,sellable,2331,1,True,False,0
SIM-001187,standard,housing,sellable,2153,1,True,False,0
SIM-001188,standard,housing,sellable,2085,1,True,False,0
SIM-001189,standard,display,sellable,1981,1,True,False,0
SIM-001190,pilot,power,sellable,4647,2,True,True,0
SIM-001191,pilot,display,sellable,3218,2,True,True,0
SIM-001192,standard,housing,sellable,2858,1,True,False,0
SIM-001193,standard,housing,sellable,2406,1,True,False,0
SIM-001194,pilot,housing,sellable,1579,1,True,False,0
SIM-001195,standard,power,sellable,1920,1,True,False,0
SIM-001196,pilot,housing,sellable,2297,1,True,False,0
SIM-001197,pilot,display,sellable,1381,1,True,False,0
SIM-001198,pilot,power,sellable,2236,1,True,False,0
SIM-001199,pilot,housing,sellable,1697,1,True,False,0
