event_id,case_id,parts_cents,labor_cents,logistics_cents
SIM-000976-A1,SIM-000976,1456,1322,150
SIM-000977-A1,SIM-000977,1578,672,150
SIM-000977-A2,SIM-000977,606,628,150
SIM-000978-A1,SIM-000978,621,552,150
SIM-000978-A2,SIM-000978,1383,422,150
SIM-000979-A1,SIM-000979,1327,1009,150
SIM-000980-A1,SIM-000980,1091,1340,150
SIM-000981-A1,SIM-000981,1229,1410,150
SIM-000982-A1,SIM-000982,1486,1176,150
SIM-000983-A1,SIM-000983,987,1206,150
SIM-000984-A1,SIM-000984,807,1428,150
SIM-000985-A1,SIM-000985,783,462,150
SIM-000986-A1,SIM-000986,1287,977,150
SIM-000987-A1,SIM-000987,1156,515,150
SIM-000988-A1,SIM-000988,1222,1249,150
SIM-000989-A1,SIM-000989,1230,496,150
SIM-000989-A2,SIM-000989,1296,734,150
SIM-000990-A1,SIM-000990,844,1234,150
SIM-000991-A1,SIM-000991,706,779,150
SIM-000991-A2,SIM-000991,1520,704,150
SIM-000992-A1,SIM-000992,1325,598,150
SIM-000993-A1,SIM-000993,1221,1388,150
SIM-000994-A1,SIM-000994,1228,771,150
SIM-000994-A2,SIM-000994,1361,419,150
SIM-000995-A1,SIM-000995,899,612,150
SIM-000996-A1,SIM-000996,1512,818,150
SIM-000997-A1,SIM-000997,1281,707,150
SIM-000998-A1,SIM-000998,1322,554,150
SIM-000999-A1,SIM-000999,1390,850,150
SIM-001000-A1,SIM-001000,1351,555,150
SIM-001001-A1,SIM-001001,1228,486,150
SIM-001001-A2,SIM-001001,1379,805,150
SIM-001002-A1,SIM-001002,790,618,150
SIM-001003-A1,SIM-001003,787,1083,150
SIM-001004-A1,SIM-001004,1302,587,150
SIM-001004-A2,SIM-001004,1008,690,150
SIM-001005-A1,SIM-001005,1279,693,150
SIM-001005-A2,SIM-001005,1178,803,150
SIM-001006-A1,SIM-001006,1355,744,150
SIM-001007-A1,SIM-001007,1411,619,150
SIM-001008-A1,SIM-001008,1363,774,150
SIM-001009-A1,SIM-001009,1546,737,150
SIM-001010-A1,SIM-001010,1438,963,150
SIM-001011-A1,SIM-001011,644,653,150
SIM-001011-A2,SIM-001011,1376,788,150
SIM-001012-A1,SIM-001012,956,524,150
SIM-001013-A1,SIM-001013,1578,1075,150
SIM-001014-A1,SIM-001014,1565,844,150
SIM-001015-A1,SIM-001015,628,1305,150
SIM-001016-A1,SIM-001016,1070,634,150
SIM-001017-A1,SIM-001017,1083,935,150
SIM-001018-A1,SIM-001018,1213,891,150
SIM-001019-A1,SIM-001019,907,801,150
SIM-001019-A2,SIM-001019,625,458,150
SIM-001020-A1,SIM-001020,1494,760,150
SIM-001020-A2,SIM-001020,603,453,150
SIM-001021-A1,SIM-001021,1036,755,150
SIM-001022-A1,SIM-001022,1450,744,150
SIM-001023-A1,SIM-001023,1281,1407,150
SIM-001024-A1,SIM-001024,1362,748,150
SIM-001025-A1,SIM-001025,756,1309,150
SIM-001026-A1,SIM-001026,1421,720,150
SIM-001026-A2,SIM-001026,1226,731,150
SIM-001027-A1,SIM-001027,975,1445,150
SIM-001028-A1,SIM-001028,1278,939,150
SIM-001029-A1,SIM-001029,1512,1435,150
SIM-001030-A1,SIM-001030,1493,1180,150
SIM-001031-A1,SIM-001031,943,420,150
SIM-001031-A2,SIM-001031,1591,700,150
SIM-001032-A1,SIM-001032,1198,1106,150
SIM-001032-A2,SIM-001032,1282,961,150
SIM-001033-A1,SIM-001033,1484,1476,150
SIM-001034-A1,SIM-001034,1484,1431,150
SIM-001035-A1,SIM-001035,1477,565,150
SIM-001036-A1,SIM-001036,1099,526,150
SIM-001037-A1,SIM-001037,1113,767,150
SIM-001038-A1,SIM-001038,1120,685,150
SIM-001039-A1,SIM-001039,757,825,150
SIM-001040-A1,SIM-001040,1079,1443,150
SIM-001041-A1,SIM-001041,1109,1104,150
SIM-001042-A1,SIM-001042,1239,1168,150
SIM-001043-A1,SIM-001043,780,1434,150
SIM-001044-A1,SIM-001044,1017,814,150
SIM-001045-A1,SIM-001045,1351,981,150
SIM-001046-A1,SIM-001046,821,1084,150
SIM-001047-A1,SIM-001047,1561,628,150
SIM-001048-A1,SIM-001048,836,1494,150
SIM-001049-A1,SIM-001049,746,561,150
SIM-001050-A1,SIM-001050,1494,527,150
SIM-001050-A2,SIM-001050,1156,558,150
SIM-001051-A1,SIM-001051,952,793,150
SIM-001052-A1,SIM-001052,847,1233,150
SIM-001053-A1,SIM-001053,1211,865,150
SIM-001054-A1,SIM-001054,691,692,150
SIM-001055-A1,SIM-001055,1217,968,150
SIM-001056-A1,SIM-001056,1420,792,150
SIM-001056-A2,SIM-001056,1167,468,150
SIM-001057-A1,SIM-001057,714,531,150
SIM-001058-A1,SIM-001058,992,921,150
SIM-001059-A1,SIM-001059,1322,1088,150
SIM-001060-A1,SIM-001060,1180,723,150
SIM-001061-A1,SIM-001061,1557,1392,150
SIM-001062-A1,SIM-001062,1001,448,150
SIM-001063-A1,SIM-001063,1531,520,150
SIM-001064-A1,SIM-001064,967,996,150
SIM-001065-A1,SIM-001065,1321,1216,150
SIM-001066-A1,SIM-001066,1440,1277,150
SIM-001067-A1,SIM-001067,1090,1246,150
SIM-001068-A1,SIM-001068,1011,583,150
SIM-001069-A1,SIM-001069,1409,903,150
SIM-001069-A2,SIM-001069,799,1137,150
SIM-001070-A1,SIM-001070,1078,496,150
SIM-001070-A2,SIM-001070,1214,542,150
SIM-001071-A1,SIM-001071,1318,1088,150
SIM-001072-A1,SIM-001072,1124,1216,150
SIM-001073-A1,SIM-001073,924,960,150
SIM-001074-A1,SIM-001074,1519,425,150
SIM-001075-A1,SIM-001075,805,1476,150
SIM-001076-A1,SIM-001076,707,1420,150
SIM-001076-A2,SIM-001076,1572,1337,150
SIM-001077-A1,SIM-001077,1381,682,150
SIM-001078-A1,SIM-001078,1191,1087,150
SIM-001079-A1,SIM-001079,949,613,150
SIM-001080-A1,SIM-001080,691,535,150
SIM-001081-A1,SIM-001081,1395,1123,150
SIM-001081-A2,SIM-001081,1003,1309,150
SIM-001082-A1,SIM-001082,1253,1500,150
SIM-001083-A1,SIM-001083,877,635,150
SIM-001084-A1,SIM-001084,1381,606,150
SIM-001084-A2,SIM-001084,1322,874,150
SIM-001085-A1,SIM-001085,1023,1394,150
SIM-001086-A1,SIM-001086,1172,1027,150
SIM-001087-A1,SIM-001087,1073,1438,150
SIM-001088-A1,SIM-001088,845,915,150
SIM-001089-A1,SIM-001089,1321,686,150
SIM-001090-A1,SIM-001090,1270,1136,150
SIM-001091-A1,SIM-001091,1284,417,150
SIM-001091-A2,SIM-001091,623,427,150
SIM-001092-A1,SIM-001092,1429,602,150
SIM-001093-A1,SIM-001093,1406,1183,150
SIM-001093-A2,SIM-001093,1317,1234,150
SIM-001094-A1,SIM-001094,1327,588,150
SIM-001094-A2,SIM-001094,1352,747,150
SIM-001095-A1,SIM-001095,1292,1075,150
SIM-001096-A1,SIM-001096,681,814,150
SIM-001096-A2,SIM-001096,875,658,150
SIM-001097-A1,SIM-001097,817,1316,150
SIM-001098-A1,SIM-001098,1356,864,150
SIM-001098-A2,SIM-001098,1365,797,150
SIM-001099-A1,SIM-001099,716,503,150
SIM-001100-A1,SIM-001100,964,597,150
SIM-001101-A1,SIM-001101,760,563,150
SIM-001102-A1,SIM-001102,1078,1360,150
SIM-001102-A2,SIM-001102,1038,1424,150
SIM-001103-A1,SIM-001103,1394,776,150
SIM-001103-A2,SIM-001103,773,447,150
SIM-001104-A1,SIM-001104,688,1396,150
SIM-001105-A1,SIM-001105,1153,1005,150
SIM-001106-A1,SIM-001106,930,918,150
SIM-001106-A2,SIM-001106,1452,1219,150
SIM-001107-A1,SIM-001107,1409,1028,150
SIM-001107-A2,SIM-001107,882,1421,150
SIM-001108-A1,SIM-001108,1047,672,150
SIM-001109-A1,SIM-001109,939,641,150
SIM-001110-A1,SIM-001110,835,1262,150
SIM-001111-A1,SIM-001111,1039,1138,150
SIM-001112-A1,SIM-001112,1114,1366,150
SIM-001113-A1,SIM-001113,1104,642,150
SIM-001114-A1,SIM-001114,1370,655,150
SIM-001114-A2,SIM-001114,945,825,150
SIM-001115-A1,SIM-001115,658,499,150
SIM-001115-A2,SIM-001115,1330,474,150
SIM-001116-A1,SIM-001116,1495,617,150
SIM-001116-A2,SIM-001116,723,608,150
SIM-001117-A1,SIM-001117,1040,1411,150
SIM-001118-A1,SIM-001118,802,1002,150
SIM-001118-A2,SIM-001118,1058,1274,150
SIM-001119-A1,SIM-001119,1067,1356,150
SIM-001120-A1,SIM-001120,1253,674,150
SIM-001121-A1,SIM-001121,1138,959,150
SIM-001122-A1,SIM-001122,635,1325,150
SIM-001123-A1,SIM-001123,653,946,150
SIM-001124-A1,SIM-001124,1061,807,150
SIM-001125-A1,SIM-001125,760,776,150
SIM-001126-A1,SIM-001126,1468,1132,150
SIM-001127-A1,SIM-001127,603,486,150
SIM-001127-A2,SIM-001127,777,702,150
SIM-001128-A1,SIM-001128,1041,1225,150
SIM-001129-A1,SIM-001129,1556,601,150
SIM-001130-A1,SIM-001130,1361,689,150
SIM-001130-A2,SIM-001130,1449,685,150
SIM-001131-A1,SIM-001131,873,766,150
SIM-001132-A1,SIM-001132,1457,1134,150
SIM-001133-A1,SIM-001133,1465,1134,150
SIM-001134-A1,SIM-001134,894,407,150
SIM-001135-A1,SIM-001135,683,596,150
SIM-001135-A2,SIM-001135,1491,773,150
SIM-001136-A1,SIM-001136,1077,1328,150
SIM-001137-A1,SIM-001137,707,1119,150
SIM-001138-A1,SIM-001138,1513,1418,150
SIM-001139-A1,SIM-001139,616,1087,150
SIM-001140-A1,SIM-001140,1354,999,150
SIM-001141-A1,SIM-001141,1036,651,150
SIM-001141-A2,SIM-001141,616,497,150
SIM-001142-A1,SIM-001142,1037,1166,150
SIM-001143-A1,SIM-001143,1248,762,150
SIM-001144-A1,SIM-001144,1515,1497,150
SIM-001145-A1,SIM-001145,1447,638,150
SIM-001146-A1,SIM-001146,1254,1006,150
SIM-001146-A2,SIM-001146,621,1114,150
SIM-001147-A1,SIM-001147,669,1404,150
SIM-001148-A1,SIM-001148,988,1018,150
SIM-001149-A1,SIM-001149,928,1302,150
SIM-001150-A1,SIM-001150,737,1415,150
SIM-001151-A1,SIM-001151,882,1051,150
SIM-001152-A1,SIM-001152,1148,1098,150
SIM-001153-A1,SIM-001153,654,1305,150
SIM-001154-A1,SIM-001154,1342,889,150
SIM-001155-A1,SIM-001155,854,1449,150
SIM-001155-A2,SIM-001155,869,1240,150
SIM-001156-A1,SIM-001156,646,898,150
SIM-001157-A1,SIM-001157,1025,792,150
SIM-001158-A1,SIM-001158,1571,440,150
SIM-001159-A1,SIM-001159,1476,647,150
SIM-001160-A1,SIM-001160,761,1276,150
SIM-001161-A1,SIM-001161,715,956,150
SIM-001162-A1,SIM-001162,728,1120,150
SIM-001163-A1,SIM-001163,1334,934,150
SIM-001164-A1,SIM-001164,1326,904,150
SIM-001165-A1,SIM-001165,1391,1037,150
SIM-001166-A1,SIM-001166,1230,984,150
SIM-001167-A1,SIM-001167,1219,530,150
SIM-001167-A2,SIM-001167,1305,444,150
SIM-001168-A1,SIM-001168,1054,813,150
SIM-001169-A1,SIM-001169,1353,907,150
SIM-001170-A1,SIM-001170,728,954,150
SIM-001171-A1,SIM-001171,1117,1156,150
SIM-001172-A1,SIM-001172,1469,1195,150
SIM-001173-A1,SIM-001173,618,705,150
SIM-001174-A1,SIM-001174,1290,850,150
SIM-001175-A1,SIM-001175,804,1131,150
SIM-001175-A2,SIM-001175,1525,1125,150
SIM-001176-A1,SIM-001176,942,495,150
SIM-001177-A1,SIM-001177,1039,1055,150
SIM-001177-A2,SIM-001177,1532,1440,150
SIM-001178-A1,SIM-001178,647,1474,150
SIM-001179-A1,SIM-001179,767,679,150
SIM-001180-A1,SIM-001180,1219,557,150
SIM-001180-A2,SIM-001180,667,742,150
SIM-001181-A1,SIM-001181,659,686,150
SIM-001182-A1,SIM-001182,1202,918,150
SIM-001183-A1,SIM-001183,1145,1154,150
SIM-001184-A1,SIM-001184,1570,552,150
SIM-001185-A1,SIM-001185,1269,502,150
SIM-001186-A1,SIM-001186,973,1208,150
SIM-001187-A1,SIM-001187,850,1153,150
SIM-001188-A1,SIM-001188,974,961,150
SIM-001189-A1,SIM-001189,745,1086,150
SIM-001190-A1,SIM-001190,1521,584,150
SIM-001190-A2,SIM-001190,1511,731,150
SIM-001191-A1,SIM-001191,674,794,150
SIM-001191-A2,SIM-001191,934,516,150
SIM-001192-A1,SIM-001192,1235,1473,150
SIM-001193-A1,SIM-001193,1284,972,150
SIM-001194-A1,SIM-001194,707,722,150
SIM-001195-A1,SIM-001195,822,948,150
SIM-001196-A1,SIM-001196,1486,661,150
SIM-001197-A1,SIM-001197,616,615,150
SIM-001198-A1,SIM-001198,1257,829,150
SIM-001199-A1,SIM-001199,1063,484,150
